@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
653,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
1572,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
1220,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
1031,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6
5502,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
3295,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
3705,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
868,7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8
3645,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
1905,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
4329,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5
6005,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6
3040,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6
1103,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5
358,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6
5858,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5
2190,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6
1197,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
810,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6
2432,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5
1525,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6
1794,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5
3768,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
6055,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7
1872,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6
2908,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
5753,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
6194,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
179,6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4
6306,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
4502,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6
4434,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5
1065,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
5973,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
3115,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
3334,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6
898,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6
2961,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
4616,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.266667,7
4157,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5
1331,8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5
2599,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
4229,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
6141,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6
767,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5
4543,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
2420,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
2843,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6
3072,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7
6394,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6
1656,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
5511,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6
1201,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
1350,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4
4503,7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,6
5354,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
5153,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
1553,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
1860,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
6446,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
1688,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
5205,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5
3676,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6
5364,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5
5217,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7
6020,6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6
3078,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
1479,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6
1501,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
4622,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7
1345,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8
5445,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6
2500,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6
5451,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6
3524,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
4896,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6
3770,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
6185,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6
3580,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
4957,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5
3642,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
4509,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4
3811,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3
3427,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
4212,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
2646,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7
3504,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
2761,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6
5671,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5
2706,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6
6493,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5
3140,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
2963,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5
1676,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
1207,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
3957,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5
3294,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
1390,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
2018,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
1337,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
711,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5
1440,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5
2150,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6
4216,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
2756,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5
3691,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
172,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6
5807,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6
3969,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
1354,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
1679,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6
4652,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7
2505,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6
4467,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5
2339,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
3940,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
629,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
3162,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5
130,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6
1000,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7
3946,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
2307,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5
2366,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5
3165,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
2835,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6
3672,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7
777,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6
2561,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6
4060,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
5947,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6
1538,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6
2167,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
784,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
848,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5
6243,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5
58,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
2447,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5
886,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
3738,7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5
2252,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,7
5385,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5
3233,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5
5839,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
5124,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
1344,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6
6138,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4
3002,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
1691,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4
1984,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
1294,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4
151,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7
3625,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
3890,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6
5741,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6
1395,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
6119,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
3628,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5
3992,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
2194,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6
3451,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
4312,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5
1555,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
2467,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
2564,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
3546,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
1480,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6
2913,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
2876,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
1944,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5
1823,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
2886,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6
5951,5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5
3643,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
3205,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5
5203,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5
5759,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
1200,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7
5028,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5
63,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5
4572,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7
4495,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
5230,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
5658,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5
52,6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7
2098,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
4084,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5
4199,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5
908,7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8
2536,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
76,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
4588,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
6052,9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6
1041,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4
712,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
1886,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
2855,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2324,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
1802,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5
1844,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
827,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
5308,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4
5078,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5
3260,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
1899,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6
6378,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
1400,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
5415,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5
3807,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
3966,7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
2042,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
6111,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
2859,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
37,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
373,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
726,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5
3609,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
3501,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
3505,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
3297,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
4926,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5
2797,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
5495,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6
3332,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
153,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
6496,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5
2652,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5
2295,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
2486,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6
1037,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5
5924,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
5067,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6
738,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5
1811,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6
4422,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
5831,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
2504,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
5655,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6
1705,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5
1483,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6
5310,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5
5388,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6
6145,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5
3537,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
1153,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4
6034,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6
2364,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5
5344,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6
2728,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
6178,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
6026,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6
2555,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
4177,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6
5180,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7
3204,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
17,6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
135,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5
6285,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
3604,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
4689,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
1205,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
436,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
1407,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8
5932,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6
5535,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5
5295,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5
445,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6
4693,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5
4449,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5
5778,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
1877,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6
4659,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6
4138,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
5353,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5
914,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
492,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
3343,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5
1064,6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5
5734,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5
1465,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8
3760,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
3266,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3
154,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
4038,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5
1880,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
5110,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6
785,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
1587,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5
5645,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6
5755,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
5632,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5
1173,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
254,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3
1933,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
1128,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
5906,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7
6489,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6
5215,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5
1329,5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6
3278,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
2416,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5
5106,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5
