@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
1208,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
1209,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6
3047,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
1211,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
1306,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7
2760,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6
1214,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
1215,9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
3803,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
1217,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
3044,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6
3337,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
3514,7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6
5348,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
4102,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5
1223,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
2653,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7
3215,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
1226,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
4938,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5
5514,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5
1391,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6
3970,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
1231,7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6
1232,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7
1233,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
4070,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
1415,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
3279,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
4253,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
4885,6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5
2944,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
4415,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
6350,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7
1242,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
5597,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5
6275,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5
3815,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5
5657,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
6298,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6
4243,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
5283,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5
4252,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
3138,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6
1663,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7
5524,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5
3422,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
3147,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
1256,6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
5782,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
1258,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
5289,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8
3424,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
6084,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
5131,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6
5956,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5
6045,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6
1265,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
3349,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
4086,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6
1268,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
2223,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
3831,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7
3721,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
5870,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6
4081,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6
5683,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5
5426,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6
1330,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5
4929,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5
3122,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5
2437,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5
3542,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
2904,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
5822,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
5148,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
3795,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
3963,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7
1286,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
5102,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5
5566,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
3291,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
5356,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5
5574,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5
3786,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
1293,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
2587,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2372,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5
4091,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
3802,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
1516,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6
1299,7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
4702,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
